512.21106,-675.4655,
514.19104,-697.2123,
509.00946,-681.78235,
-873.99176,877.11163,
-876.2377,889.81976,
-171.87405,-594.0584,
-881.81775,893.03094,
-181.19174,-592.84985,
-171.82166,-623.10315,
-173.06424,-587.9625,
-183.916,-574.12976,
-181.56749,-603.52985,
-185.3576,-612.24066,
509.9964,-689.4465,
516.0963,-695.67303,
-878.07776,868.6364,
513.4472,-679.5567,
-194.83115,-580.7281,
-866.3329,864.90717,
-887.5866,884.0602,
-156.25235,-590.7877,
-867.5594,882.68494,
-884.9899,882.8133,
510.8741,-701.4008,
-892.7894,876.45215,
-162.0889,-581.28375,
508.5776,-682.31445,
-165.87016,-597.76074,
524.60565,-687.2927,
-174.52875,-594.721,
513.7297,-675.7378,
-889.8918,898.42084,
-871.3321,875.7014,
-861.32477,874.514,
-164.11552,-596.67194,
-179.98863,-588.9914,
-874.6052,894.1126,
-175.87273,-603.4255,
517.7972,-693.06604,
-869.4695,880.80475,
520.4984,-695.01324,
-168.13889,-616.5718,
-173.54776,-596.1654,
-179.3001,-571.64014,
-182.74625,-620.993,
525.39594,-686.77924,
-153.37541,-593.8159,
522.703,-698.0188,
516.20355,-679.1473,
-875.39886,875.77405,
519.4154,-684.2521,
527.05585,-679.1972,
526.5613,-687.24585,
-187.39088,-593.7073,
518.2375,-692.26337,
-881.71716,888.34296,
-882.9493,882.5686,
-177.66159,-595.1239,
-160.19662,-603.3433,
-159.17268,-599.32935,
-169.72049,-608.23804,
-168.9764,-594.34894,
-173.66675,-590.016,
-170.32394,-600.8082,
515.4216,-686.8303,
-164.21011,-586.342,
512.80347,-687.31116,
518.10297,-698.25104,
518.03107,-679.2706,
500.84787,-691.70416,
-179.51791,-599.519,
-885.94403,873.5749,
-861.01416,871.7925,
518.9275,-693.53564,
502.1271,-693.14856,
-186.5742,-612.67993,
-172.37271,-602.00696,
505.54858,-675.8371,
518.6231,-696.9594,
517.03033,-699.7549,
-873.3969,884.77155,
-177.28761,-589.22577,
-177.15831,-599.6011,
-170.64693,-603.6675,
508.39163,-694.43146,
-883.29376,875.0327,
500.6508,-700.6019,
-886.2757,883.3853,
-873.64185,870.5608,
-871.2942,879.39355,
503.7267,-685.45654,
-868.68604,882.7423,
-881.6255,883.90015,
502.759,-680.5751,
499.75095,-689.9956,
-864.13165,873.26697,
531.0723,-673.3446,
-852.3436,892.54645,
-872.6001,884.4754,
-862.1003,882.6171,
527.456,-702.2792,
-859.8956,876.45233,
-865.2982,869.256,
-880.0395,887.22125,
500.6971,-689.21216,
-190.74979,-613.114,
525.5134,-698.0017,
-157.79593,-607.248,
512.36163,-683.42206,
-183.38824,-594.9156,
527.3039,-686.54425,
510.87292,-682.4997,
-164.22173,-589.03827,
-868.65564,866.658,
-871.3059,878.73157,
-181.48979,-607.7442,
-860.9872,864.94476,
