-1491.8613,1899.5066,
289.00098,2000.5797,
-194.91795,442.63815,
1211.6187,659.9775,
1224.327,649.91486,
-170.69528,420.97107,
247.91208,1913.555,
1707.0475,-133.30254,
1649.1293,-1936.2546,
-340.5619,279.73624,
-1432.9009,36.989838,
1202.4955,756.07043,
1183.0562,606.1379,
-261.93784,332.95816,
-1402.9791,1823.3677,
-118.567795,314.09653,
-204.784,368.90527,
455.92242,1832.4314,
1771.9319,-60.92369,
523.9999,1795.9104,
1685.3983,-32.01748,
1321.5691,643.12,
-118.40137,441.03186,
1275.6692,525.0543,
1490.3319,1.0894547,
1380.6268,593.3526,
1452.1852,-95.109436,
1552.0564,-99.70557,
-1664.8182,1693.0016,
1855.426,-1869.7017,
311.02448,1888.4989,
-306.73022,323.49127,
-141.13321,301.35797,
390.90445,1875.3058,
-184.00276,444.4449,
-112.66819,455.1338,
390.21387,2026.8584,
-269.73294,477.96664,
306.06927,2091.2305,
1424.3612,-40.657707,
-309.099,489.63965,
1746.3993,-1884.5043,
-161.1608,422.5468,
-1482.8367,-61.78386,
454.3679,1883.774,
-409.7177,352.06348,
-1355.3754,100.97672,
-1394.291,-1.262352,
1782.5392,-20.471176,
366.5874,1958.2515,
-1479.0864,1822.5236,
-1283.229,56.92195,
1627.7018,-195.81506,
-1370.1956,58.519203,
-1458.544,73.38364,
1496.1864,9.221626,
431.87802,1732.9583,
491.70752,1844.2178,
-182.23813,332.36905,
1514.9504,-61.60541,
1726.3136,-181.40643,
-1623.2006,1769.9327,
-1440.2341,76.726,
1736.012,-1988.2168,
1658.7179,-47.17137,
1603.0199,-54.33889,
324.92526,1951.7633,
1646.2363,3.3648071,
-151.26212,414.84573,
454.14658,1962.6439,
1242.0774,560.64966,
1638.4237,-128.19604,
1697.4445,-1945.3508,
-1458.9113,23.12945,
-266.05112,457.79788,
-1668.6887,1912.4806,
331.6691,1835.3439,
1560.6335,-211.31567,
-1377.351,-9.880325,
-1517.6584,1742.5139,
440.713,1967.239,
1533.427,-51.213467,
-303.49796,422.5152,
1166.8325,536.72186,
1276.3643,655.7735,
511.32495,1961.7876,
-361.84662,411.04782,
1762.8297,-1928.9635,
-168.78401,489.17673,
1191.864,592.18054,
1682.9135,41.3572,
